Facility Name,City,State,ZIP Code,Payment Measure ID,Payment Measure Name,Payment Category,Payment,Value of Care Display ID,Value of Care Display Name,Value of Care Category,value_code
ELKVIEW GENERAL HOSPTIAL,HOBART,OK,73651,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16362,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ELKVIEW GENERAL HOSPTIAL,HOBART,OK,73651,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17733,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ELKVIEW GENERAL HOSPTIAL,HOBART,OK,73651,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,23042,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
PURCELL MUNICIPAL HOSPITAL,PURCELL,OK,73080,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15872,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PURCELL MUNICIPAL HOSPITAL,PURCELL,OK,73080,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14545,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
WAGONER COMMUNITY HOSPITAL,WAGONER,OK,74467,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16305,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WAGONER COMMUNITY HOSPITAL,WAGONER,OK,74467,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16877,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,TAHLEQUAH,OK,74464,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15804,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,TAHLEQUAH,OK,74464,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16816,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CHOCTAW NATION HEALTH SERVICES AUTHORITY,TALIHINA,OK,74571,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14166,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
CLAREMORE INDIAN HOSPITAL,CLAREMORE,OK,74017,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15380,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CLAREMORE INDIAN HOSPITAL,CLAREMORE,OK,74017,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15344,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
MEMORIAL HOSPITAL,STILWELL,OK,74960,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16081,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
MEMORIAL HOSPITAL,STILWELL,OK,74960,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,13571,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
CHICKASAW NATION MEDICAL CENTER,ADA,OK,74820,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15984,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CHICKASAW NATION MEDICAL CENTER,ADA,OK,74820,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17857,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CHICKASAW NATION MEDICAL CENTER,ADA,OK,74820,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17946,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
HILLCREST HOSPITAL HENRYETTA,HENRYETTA,OK,74437,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18012,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
HILLCREST HOSPITAL HENRYETTA,HENRYETTA,OK,74437,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14176,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
SURGICAL HOSPITAL OF OKLAHOMA,OKLAHOMA CITY,OK,73129,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20059,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
HILLCREST HOSPITAL SOUTH,TULSA,OK,74133,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24157,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
HILLCREST HOSPITAL SOUTH,TULSA,OK,74133,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17767,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,HF
HILLCREST HOSPITAL SOUTH,TULSA,OK,74133,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17535,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
HILLCREST HOSPITAL SOUTH,TULSA,OK,74133,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21891,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
"COMMUNITY HOSPITAL, LLC",OKLAHOMA CITY,OK,73159,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,19987,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
"OKLAHOMA SURGICAL HOSPITAL, LLC",TULSA,OK,74137,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18687,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
INTEGRIS CANADIAN VALLEY HOSPITAL,YUKON,OK,73099,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16644,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
INTEGRIS CANADIAN VALLEY HOSPITAL,YUKON,OK,73099,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19660,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
INTEGRIS CANADIAN VALLEY HOSPITAL,YUKON,OK,73099,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21443,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,OKLAHOMA CITY,OK,73139,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20378,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
"OKLAHOMA HEART HOSPITAL, LLC",OKLAHOMA CITY,OK,73120,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25706,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
"OKLAHOMA HEART HOSPITAL, LLC",OKLAHOMA CITY,OK,73120,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17019,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"OKLAHOMA HEART HOSPITAL, LLC",OKLAHOMA CITY,OK,73120,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16982,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,OK,74133,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24028,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,OK,74133,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16663,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,OK,74133,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18560,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,OK,74133,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21626,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ONECORE HEALTH,OKLAHOMA CITY,OK,73109,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21990,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
MCBRIDE ORTHOPEDIC HOSPITAL,OKLAHOMA CITY,OK,73114,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18767,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Worse Complications and Lower Payment,KNEE
SUMMIT MEDICAL CENTER,EDMOND,OK,73013,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19115,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ST JOHN OWASSO,OWASSO,OK,74055,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16619,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ST JOHN OWASSO,OWASSO,OK,74055,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17269,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ST JOHN OWASSO,OWASSO,OK,74055,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19585,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
"BAILEY MEDICAL CENTER, LLC",OWASSO,OK,74055,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18733,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"BAILEY MEDICAL CENTER, LLC",OWASSO,OK,74055,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20768,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ALLIANCEHEALTH SEMINOLE,SEMINOLE,OK,74868,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16791,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ALLIANCEHEALTH SEMINOLE,SEMINOLE,OK,74868,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16715,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OKLAHOMA CITY,OK,73135,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,23245,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,AMI
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OKLAHOMA CITY,OK,73135,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16874,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OKLAHOMA CITY,OK,73135,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19335,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ASCENSION ST JOHN BROKEN ARROW,BROKEN ARROW,OK,74012,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16214,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ASCENSION ST JOHN BROKEN ARROW,BROKEN ARROW,OK,74012,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18711,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ASCENSION ST JOHN BROKEN ARROW,BROKEN ARROW,OK,74012,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20543,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
INTEGRIS HEALTH EDMOND,EDMOND,OK,73034,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26448,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
INTEGRIS HEALTH EDMOND,EDMOND,OK,73034,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17744,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
INTEGRIS HEALTH EDMOND,EDMOND,OK,73034,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17879,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
INTEGRIS HEALTH EDMOND,EDMOND,OK,73034,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21055,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
"SAINT FRANCIS HOSPITAL VINITA, INC",VINITA,OK,74301,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17260,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"SAINT FRANCIS HOSPITAL VINITA, INC",VINITA,OK,74301,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17456,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ATOKA COUNTY MEDICAL CENTER,ATOKA,OK,74525,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17540,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ATOKA COUNTY MEDICAL CENTER,ATOKA,OK,74525,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18470,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"MERCY HOSPITAL WATONGA, INC",WATONGA,OK,73772,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19010,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MERCY HOSPITAL TISHOMINGO INC,TISHOMINGO,OK,73460,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,21872,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"JANE PHILLIPS NOWATA HOSPITAL, INC",NOWATA,OK,74048,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19993,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MERCY HEALTH LOVE COUNTY,MARIETTA,OK,73448,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,23586,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
CIMARRON MEMORIAL HOSPITAL,BOISE CITY,OK,73933,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17817,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ASCENSION ST JOHN SAPULPA,SAPULPA,OK,74066,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17760,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"MERCY HOSPITAL KINGFISHER, INC",KINGFISHER,OK,73750,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19466,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
THE PHYSICIANS' HOSPITAL IN ANADARKO,ANADARKO,OK,73005,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,23120,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
STROUD REGIONAL MEDICAL CENTER,STROUD,OK,74079,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19504,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"MERCY HOSPITAL LOGAN COUNTY, INC",GUTHRIE,OK,73044,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18002,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"MERCY HOSPITAL LOGAN COUNTY, INC",GUTHRIE,OK,73044,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,20613,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MARY HURLEY HOSPITAL,COALGATE,OK,74538,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17829,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
MARY HURLEY HOSPITAL,COALGATE,OK,74538,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15473,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
HOLDENVILLE GENERAL HOSPITAL,HOLDENVILLE,OK,74848,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15856,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
BEAVER COUNTY MEMORIAL HOSPITAL,BEAVER,OK,73932,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,21772,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD",WEATHERFORD,OK,73096,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16773,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD",WEATHERFORD,OK,73096,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17834,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
HARPER COUNTY COMMUNITY HOSPITAL,BUFFALO,OK,73834,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17715,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CORDELL MEMORIAL HOSPITAL,CORDELL,OK,73632,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15432,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
INTEGRIS MARSHALL COUNTY MEDICAL CENTER,MADILL,OK,73446,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19421,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
OKEENE MUNICIPAL HOSPITAL,OKEENE,OK,73763,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,22849,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
ARBUCKLE MEMORIAL HOSPITAL,SULPHUR,OK,73086,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16085,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ARBUCKLE MEMORIAL HOSPITAL,SULPHUR,OK,73086,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17015,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,FAIRVIEW,OK,73737,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,22295,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
MANGUM REGIONAL MEDICAL CENTER,MANGUM,OK,73554,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,26369,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
DRUMRIGHT REGIONAL HOSPITAL,DRUMRIGHT,OK,74030,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,12378,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
SEILING MUNICIPAL HOSPITAL,SEILING,OK,73663,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19392,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CREEK NATION COMMUNITY HOSPITAL,OKEMAH,OK,74859,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16721,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,CARNEGIE,OK,73015,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,29808,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
"HASKELL REGIONAL HOSPITAL, INC",STIGLER,OK,74462,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17207,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"HASKELL REGIONAL HOSPITAL, INC",STIGLER,OK,74462,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18292,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,PN
EASTERN OKLAHOMA MEDICAL CENTER,POTEAU,OK,74953,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17527,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
EASTERN OKLAHOMA MEDICAL CENTER,POTEAU,OK,74953,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18501,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
HARMON MEMORIAL HOSPITAL,HOLLIS,OK,73550,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18514,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,GUYMON,OK,73942,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19727,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
SHARE MEDICAL CENTER,ALVA,OK,73717,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17141,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MID-COLUMBIA MEDICAL CENTER,THE DALLES,OR,97058,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16625,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
MID-COLUMBIA MEDICAL CENTER,THE DALLES,OR,97058,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15784,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
MID-COLUMBIA MEDICAL CENTER,THE DALLES,OR,97058,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20569,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,97527,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23063,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,97527,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,14495,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,97527,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16992,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,97527,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,16547,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
PROVIDENCE ST VINCENT MEDICAL CENTER,PORTLAND,OR,97225,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25889,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PROVIDENCE ST VINCENT MEDICAL CENTER,PORTLAND,OR,97225,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17961,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Average Payment,HF
PROVIDENCE ST VINCENT MEDICAL CENTER,PORTLAND,OR,97225,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16366,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
PROVIDENCE ST VINCENT MEDICAL CENTER,PORTLAND,OR,97225,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17004,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
ASANTE ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,97520,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16663,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ASANTE ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,97520,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16038,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
ASANTE ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,97520,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19767,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
LEGACY EMANUEL MEDICAL CENTER,PORTLAND,OR,97227,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25470,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
LEGACY EMANUEL MEDICAL CENTER,PORTLAND,OR,97227,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17848,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
LEGACY EMANUEL MEDICAL CENTER,PORTLAND,OR,97227,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18250,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
LEGACY EMANUEL MEDICAL CENTER,PORTLAND,OR,97227,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19556,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
